"entry_id","site_id","channel_id","author_id","forum_topic_id","ip_address","title","url_title","status","status_id","versioning_enabled","view_count_one","view_count_two","view_count_three","view_count_four","allow_comments","sticky","entry_date","year","month","day","expiration_date","comment_expiration_date","edit_date","recent_comment_date","comment_total","description","price","class","photo","inventory","inventory_main","inventory_tx","inventory_nc","weight","in_transit_qty_main","manufactuers_lead_time","on_order_po_main","max_product_discount","price_3","um","inventory_ca","po_req_date_main","buyer","on_order_po_nc","on_order_po_tx","on_order_po_ca","in_transit_qty_nc","in_transit_qty_tx","in_transit_qty_ca","po_req_date_tx","po_req_date_nc","po_req_date_ca",
"218631","1","37","13","","76.190.38.198","16G-B-120-4800-SS","16g-b-120-4800-ss","open","1","n","0","0","0","0","n","n","1641580945","2022","01","07","0","0","1641597501","","0","304 STAINLESS STEEL PERF 48X120 16 GA","0","05","","0","1","0","0","0","0","","0","0","0","SHEET","0","","","0","0","0","0","0","0","","","",
"218638","1","37","13","","76.190.38.198","HX-20-0300-1438","hx-20-0300-1438","open","1","n","0","0","0","0","n","n","1641583699","2022","01","07","0","0","1641589222","","0","HELIX TUBE LOUVERED","0","11","","0","572","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218639","1","37","13","","76.190.38.198","HX-22-0238-0969","hx-22-0238-0969","open","1","n","0","0","0","0","n","n","1641583704","2022","01","07","0","0","1641589228","","0","HELIX TUBE LOUVERED","0","11","","0","960","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218640","1","37","13","","76.190.38.198","HX-22-0238-1256","hx-22-0238-1256","open","1","n","0","0","0","0","n","n","1641583710","2022","01","07","0","0","1641589232","","0","HELIX TUBE LOUVERED","0","11","","0","630","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218641","1","37","13","","76.190.38.198","HX-22-0238-1656","hx-22-0238-1656","open","1","n","0","0","0","0","n","n","1641583715","2022","01","07","0","0","1641589238","","0","HELIX TUBE LOUVERED","0","11","","0","539","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218642","1","37","13","","76.190.38.198","HX-22-0238-1906","hx-22-0238-1906","open","1","n","0","0","0","0","n","n","1641583720","2022","01","07","0","0","1641589243","","0","HELIX TUBE LOUVERED","0","11","","0","515","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218643","1","37","13","","76.190.38.198","KV300-035-004","kv300-035-004","closed","2","n","0","0","0","0","n","n","1641583866","2022","01","07","0","0","1641589527","","0","RETAINER  13.44 X 10.88  (SEND TO PLATER)","0","01","","0","8","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218644","1","37","13","","76.190.38.198","KD200-070-008","kd200-070-008","closed","2","n","0","0","0","0","n","n","1641583902","2022","01","07","0","0","1641588224","","0","RETAINER  5.32 X 4.55  (SEND TO PLATER)","0","01","","0","5","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218646","1","37","13","","76.190.38.198","KV70-066-007","kv70-066-007","closed","2","n","0","0","0","0","n","n","1641584420","2022","01","07","0","0","1641588108","","0","STEP FLANGE  6.38 X 5.12 X 2.94","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218647","1","37","13","","76.190.38.198","KV150-007-007","kv150-007-007","closed","2","n","0","0","0","0","n","n","1641584492","2022","01","07","0","0","1641588309","","0","FLANGE  15.38 X 5.00","0","01","","0","0","0","0","0","0","","10","0","0","EACH","0","1644987600","STOCK","0","0","0","0","0","0","","","",
"218648","1","37","13","","76.190.38.198","KV40-035-007","kv40-035-007","closed","2","n","0","0","0","0","n","n","1641584538","2022","01","07","0","0","1641589176","","0","STEP FLANGE  5.03 X 3.66 X 1.63","0","01","","0","76","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218657","1","37","13","","76.190.38.198","KV635-014P-PP","kv635-014p-pp","open","1","n","0","0","0","0","n","n","1641588094","2022","01","07","0","0","","","0","PP-SEP-Y2BLY-30.00RL-23.00W-1CUT-0.56H-62PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","0","","0","0","0","0","0","0","0","0","0",
"218666","1","37","13","","76.190.38.198","KS120-033-PP","ks120-033-pp","open","1","n","0","0","0","0","n","n","1641594702","2022","01","07","0","0","","","0","PP-AKS-KS-15.50RL-3.62W-4CUT-0.88H-110PL","0","11","","0","20","0","0","0","0","","0","0","0","EACH","0","0","","0","0","0","0","0","0","0","0","0",
"218667","1","37","13","","76.190.38.198","0700H2-GM03","0700h2-gm03","open","1","n","0","0","0","0","n","n","1641595142","2022","01","07","0","0","1641597545","","0","GASKET  7.00 X 5.13 W HOLES","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218672","1","37","13","","76.190.38.198","KR550-047P-PP","kr550-047p-pp","open","1","n","0","0","0","0","n","n","1641597326","2022","01","07","0","0","1641600179","","0","PP-SEP-Y2BLY-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218676","1","37","13","","76.190.38.198","08-09441-PP","08-09441-pp","open","1","n","0","0","0","0","n","n","1641646968","2022","01","08","0","0","1641650527","","0","PP-ASC-MEDIA-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218677","1","37","13","","76.190.38.198","KD310-030P-PP","kd310-030p-pp","open","1","n","0","0","0","0","n","n","1641650580","2022","01","08","0","0","1641654115","","0","PP-SEP-Y2BLY-36.00RL-16.31W-2CUT-0.56H-34PL","0","13","","0","8","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218692","1","37","13","","76.190.38.198","PIPEEXT-6IN","pipeext-6in","closed","2","n","0","0","0","0","n","n","1641824275","2022","01","10","0","0","1641828972","","0","PIPEEXT-6IN","0","01","","0","0","0","2","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218708","1","37","13","","76.190.38.198","0612-GM03","0612-gm03","open","1","n","0","0","0","0","n","n","1641833447","2022","01","10","0","0","1641837077","","0","GASKET  6.12 X 5.50","5","13","","0","8","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218709","1","37","13","","76.190.38.198","F40140","f40140","closed","2","n","0","0","0","0","n","n","1641833474","2022","01","10","0","0","1641836348","","0","18.50 X 10.50 X 14GA","18.98","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218717","1","37","13","","76.190.38.198","CLIP-3319","clip-3319","closed","2","n","0","0","0","0","n","n","1641837406","2022","01","10","0","0","1641839292","","0","CLIP Sub-Assembly","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218718","1","37","13","","76.190.38.198","03936","03936","closed","2","n","0","0","0","0","n","n","1641839279","2022","01","10","0","0","1641842943","","0","RETAINERx  3.94 OD (SEE DRAWING)","0","01","","0","19","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218731","1","37","13","","76.190.38.198","KR560-011-009SS","kr560-011-009ss","closed","2","n","0","0","0","0","n","n","1641842874","2022","01","10","0","0","1641848002","","0","U-RING  9.41 X 8.25 X 7.10","0","01","","0","23","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218733","1","37","13","","76.190.38.198","KV28-001-007","kv28-001-007","closed","2","n","0","0","0","0","n","n","1641842909","2022","01","10","0","0","1641848040","","0","FLANGE  10.00 X 3.62","6","01","","0","0","0","0","0.5","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218734","1","37","13","","76.190.38.198","KV66-001-007","kv66-001-007","closed","2","n","0","0","0","0","n","n","1641842920","2022","01","10","0","0","1641848048","","0","FLANGE  14.06 X 5.88","0","01","","0","10","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218735","1","37","13","","76.190.38.198","KV70-043-007","kv70-043-007","closed","2","n","0","0","0","0","n","n","1641842929","2022","01","10","0","0","1641848058","","0","FLANGEx  10.00 X 2.25","0","01","","0","20","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218736","1","37","13","","76.190.38.198","KD1500-008-009","kd1500-008-009","closed","2","n","0","0","0","0","n","n","1641842984","2022","01","10","0","0","1641847211","","0","U-RING  23.00 X 21.75 X 20.50","0","01","","0","2","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218737","1","37","13","","76.190.38.198","KD2000-050-008","kd2000-050-008","closed","2","n","0","0","0","0","n","n","1641842993","2022","01","10","0","0","1641847235","","0","RETAINER  21.38"" OD X 17.00"" ID FLAT","0","01","","0","3","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218739","1","37","13","","76.190.38.198","KL700-069P-PP","kl700-069p-pp","open","1","n","0","0","0","0","n","n","1641843035","2022","01","10","0","0","1641847276","","0","PP-OIL-MEDIA-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218740","1","37","13","","76.190.38.198","KL700-69P-PP","kl700-69p-pp","open","1","n","0","0","0","0","n","n","1641843041","2022","01","10","0","0","1641847280","","0","PP-OIL-1GREY/BLUE- 36.00RL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218742","1","37","13","","76.190.38.198","KV980-001-007","kv980-001-007","closed","2","n","0","0","0","0","n","n","1641843103","2022","01","10","0","0","1641847344","","0","FLANGE  12.62 X 6.06","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218743","1","37","13","","76.190.38.198","CEGD1120-008","cegd1120-008","closed","2","n","0","0","0","0","n","n","1641843157","2022","01","10","0","0","1641847592","","0","RETAINERx  11.80 X 8.69","0","01","","0","8","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218744","1","37","13","","76.190.38.198","KH1600-001-007","kh1600-001-007","closed","2","n","0","0","0","0","n","n","1641843261","2022","01","10","0","0","1641847842","","0","STEP FLANGE  26.19 X 22.75 X 18.25","0","01","","0","1","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218747","1","37","13","","76.190.38.198","KV1275-016-008","kv1275-016-008","closed","2","n","0","0","0","0","n","n","1641843496","2022","01","10","0","0","1641847114","","0","RETAINER  15.50 X 12.38","0","01","","0","10","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218748","1","37","13","","76.190.38.198","KV30-046-007","kv30-046-007","closed","2","n","0","0","0","0","n","n","1641843519","2022","01","10","0","0","1641847132","","0","FLANGE  5.50 X 2.00","0","01","","0","7","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218749","1","37","13","","76.190.38.198","KV730-014-008","kv730-014-008","closed","2","n","0","0","0","0","n","n","1641843528","2022","01","10","0","0","1641847141","","0","RETAINERx  11.75 X 8.62","0","01","","0","5","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218750","1","37","13","","76.190.38.198","KV75-018-007","kv75-018-007","closed","2","n","0","0","0","0","n","n","1641843533","2022","01","10","0","0","1641847145","","0","FLANGE  9.38 X 3.25","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218751","1","37","13","","76.190.38.198","KD275-009-009","kd275-009-009","closed","2","n","0","0","0","0","n","n","1641843599","2022","01","10","0","0","1641847460","","0","25 2.40 50 2.10 100 1.90 500 1.70","0","01","","0","9","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218752","1","37","13","","76.190.38.198","KV600-036-007","kv600-036-007","closed","2","n","0","0","0","0","n","n","1641843709","2022","01","10","0","0","1641847910","","0","STEP FLANGE  21.00 X 18.26 X 15.72","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218753","1","37","13","","76.190.38.198","KV610-014-007","kv610-014-007","closed","2","n","0","0","0","0","n","n","1641843718","2022","01","10","0","0","1641847919","","0","STEP FLANGE  10.44 X 6.38 X 4.31  ^   (send to platers","0","01","","0","39","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218755","1","37","13","","76.190.38.198","F40095","f40095","closed","2","n","0","0","0","0","n","n","1641843965","2022","01","10","0","0","1641848475","","0","Flat flange 16.25IN x 5.18IN","0","01","","0","0","0","0","0","0","","6","0","0","EACH","0","1645765200","","0","0","0","0","0","0","","","",
"218759","1","37","13","","76.190.38.198","KR255-025-008","kr255-025-008","closed","2","n","0","0","0","0","n","n","1641844144","2022","01","10","0","0","1641848186","","0","RETAINER  4.53 X 2.56","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218761","1","37","13","","76.190.38.198","KV1550-003-007","kv1550-003-007","closed","2","n","0","0","0","0","n","n","1641844190","2022","01","10","0","0","1641848219","","0","FLANGE  19.75 X 9.65","0","01","","0","1","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218762","1","37","13","","76.190.38.198","KV1575-001-007","kv1575-001-007","closed","2","n","0","0","0","0","n","n","1641844196","2022","01","10","0","0","1641848224","","0","FLANGE  15.00 X 10.38","0","01","","0","5","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218763","1","37","13","","76.190.38.198","KV160-015-007","kv160-015-007","closed","2","n","0","0","0","0","n","n","1641844204","2022","01","10","0","0","1641848228","","0","FLANGE  8.00 X 2.50","0","01","","0","1","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218764","1","37","13","","76.190.38.198","KV900-001-007","kv900-001-007","closed","2","n","0","0","0","0","n","n","1641844262","2022","01","10","0","0","1641848279","","0","FLANGE 24.12X12.38  (send to plater)","0","01","","0","2","0","0","0","0","","0","0","0","EACH","0","","STOCK","0","0","0","0","0","0","","","",
"218766","1","37","13","","76.190.38.198","KD80-016-009","kd80-016-009","closed","2","n","0","0","0","0","n","n","1641844372","2022","01","10","0","0","1641848605","","0","U-RING  5.53 X 3.88","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218777","1","37","13","","76.190.38.198","KL825-037P","kl825-037p","open","1","n","0","0","0","0","n","n","1641847465","2022","01","10","0","0","1642020712","","0","010-02268-003  ^  OIL FILTER","0","OI","","0","0","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218779","1","37","13","","76.190.38.198","06-43751-PP","06-43751-pp","open","1","n","0","0","0","0","n","n","1641847928","2022","01","10","0","0","","","0","PP-ASC-MEDIA-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","8","0","0","0","0","","0","0","0","EACH","0","0","","0","0","0","0","0","0","0","0","0",
"218791","1","37","13","","76.190.38.198","M-AOP-240","m-aop-240","open","1","n","0","0","0","0","n","n","1641854088","2022","01","10","0","0","1642177720","","0","Air Outlet Port for KMDAD 180","0","DR","","0","0","0","0","0","0","","0","0","0","EA - STK","0","","MTO","0","0","0","0","0","0","","","",
"218792","1","37","13","","76.190.38.198","0525-GM10","0525-gm10","open","1","n","0","0","0","0","n","n","1641854097","2022","01","10","0","0","","","0","GASKET  5.25 X 4.88 NATURAL RUBBER","4.75","G","","0","40","0","0","0","0","","0","0","0","EACH","0","0","MTO","0","0","0","0","0","0","0","0","0",
"218794","1","37","13","","76.190.38.198","KL825-037P-PP","kl825-037p-pp","open","1","n","0","0","0","0","n","n","1641854291","2022","01","10","0","0","","","0","PP-OIL-MEDIA-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","0","","0","0","0","0","0","0","0","0","0",
"218795","1","37","13","","76.190.38.198","HX-16-1888-2375","hx-16-1888-2375","open","1","n","0","0","0","0","n","n","1641854429","2022","01","10","0","0","1641856543","","0","HELIX TUBE 16GA PERF","0","11","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218796","1","37","13","","76.190.38.198","0325-GM10","0325-gm10","open","1","n","0","0","0","0","n","n","1641854660","2022","01","10","0","0","","","0","GASKET  3.25 X 2.25 NATURAL RUBBER","4.5","G","","0","40","0","0","0","0","","0","0","0","EACH","0","0","MTO","0","0","0","0","0","0","0","0","0",
"218798","1","37","13","","76.190.38.198","KL725-018-002","kl725-018-002","closed","2","n","0","0","0","0","n","n","1641856484","2022","01","10","0","0","1641859382","","0","Z-RING  5.63 X 2.32","0","01","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218799","1","37","13","","76.190.38.198","KL725-019P","kl725-019p","open","1","n","0","0","0","0","n","n","1641856489","2022","01","10","0","0","1641859387","","0","OIL FILTER","0","OI","","0","0","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218802","1","37","13","","76.190.38.198","145-CPF055","145-cpf055","open","1","n","0","0","0","0","n","n","1641863173","2022","01","10","0","0","1652974940","","0","OCS-400 ^ConDePhase Plus FILTER","1094","KP","","0","0","0","1","220","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218806","1","37","13","","76.190.38.198","1400H2-GM03","1400h2-gm03","open","1","n","0","0","0","0","n","n","1641906281","2022","01","11","0","0","","","0","GASKET  14.00 X 11.00 W/HOLES","7.5","13","","0","38","0","0","0","0","","0","0","0","EACH","0","0","MTO","0","0","0","0","0","0","0","0","0",
"218825","1","37","13","","76.190.38.198","KR640-021P-PP","kr640-021p-pp","open","1","n","0","0","0","0","n","n","1641916378","2022","01","11","0","0","","","0","PP-SEP-Y2BLY-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","4","0","0","0","0","","0","0","0","EACH","0","0","","0","0","0","0","0","0","0","0","0",
"218835","1","37","13","","76.190.38.198","HX-16-1888-1975","hx-16-1888-1975","open","1","n","0","0","0","0","n","n","1641919929","2022","01","11","0","0","1641923239","","0","HELIX TUBE 16GA PERF","0","11","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218836","1","37","13","","76.190.38.198","CLIP-2181","clip-2181","open","1","n","0","0","0","0","n","n","1641920020","2022","01","11","0","0","1641923629","","0","CLIP Sub-Assembly","0","","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218848","1","37","13","","76.190.38.198","2750-1-GM03","2750-1-gm03","open","1","n","0","0","0","0","n","n","1641922671","2022","01","11","0","0","1641927262","","0","GASKET  27.50 X 21.00 NO HOLES","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218849","1","37","13","","76.190.38.198","AS-382V","as-382v","open","1","n","0","0","0","0","n","n","1641922882","2022","01","11","0","0","1641926150","","0","O-RING  13.00 x 13.38 x 0.18","24","G","","0","321","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218850","1","37","13","","76.190.38.198","KL725-019P-PP","kl725-019p-pp","open","1","n","0","0","0","0","n","n","1641923008","2022","01","11","0","0","1641926381","","0","PP-OIL-MEDIA-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218860","1","37","13","","76.190.38.198","1614-GM03","1614-gm03","open","1","n","0","0","0","0","n","n","1641926275","2022","01","11","0","0","1641929782","","0","GASKET  16.14 X 14.00 NO HOLES","11.5","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218861","1","37","13","","76.190.38.198","M-CMP-0050-115","m-cmp-0050-115","open","1","n","0","0","0","0","n","n","1641926438","2022","01","11","0","0","1641930108","","0","KRAD-40 Compressor","305.95","DR","","0","0","0","0","0","0","","0","0","0","EA - STK","0","","MTO","0","0","0","0","0","0","","","",
"218872","1","37","13","","76.190.38.198","KV2400-004P-PP","kv2400-004p-pp","open","1","n","0","0","0","0","n","n","1641929938","2022","01","11","0","0","1641934387","","0","PP-SEP-Y2BLY-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","1","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218873","1","37","13","","76.190.38.198","KD200-032-009","kd200-032-009","closed","2","n","0","0","0","0","n","n","1641930191","2022","01","11","0","0","1641933874","","0","U-RING  5.00 X 2.53 GALV","0","01","","0","71","0","0","0","0","","110","0","0","EACH","0","1642136400","STOCK","0","0","0","0","0","0","","","",
"218874","1","37","13","","76.190.38.198","KC325-008-014","kc325-008-014","closed","2","n","0","0","0","0","n","n","1641930883","2022","01","11","0","0","1641933667","","0","END CAP  6.50 X 3.53 (SEND TO PLATER)","0","02","","0","329","0","0","0","0","","125","0","0","EACH","0","1644382800","STOCK","0","0","0","0","0","0","","","",
"218880","1","37","13","","76.190.38.198","06-26891-PP","06-26891-pp","open","1","n","0","0","0","0","n","n","1641934689","2022","01","11","0","0","","","0","PP-ASC-MEDIA-00.00RL-00.00W-0CUT-0.00H-000PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","0","","0","0","0","0","0","0","0","0","0",
"218889","1","37","13","","76.190.38.198","1850-1-GM03","1850-1-gm03","open","1","n","0","0","0","0","n","n","1641940524","2022","01","11","0","0","1642700694","","0","GASKET  18.50 X 14.00 NO HOLES","17.86","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","MTO","0","0","0","0","0","0","","","",
"218890","1","37","13","","76.190.38.198","KG1200-050P-PP","kg1200-050p-pp","open","1","n","0","0","0","0","n","n","1641940716","2022","01","11","0","0","1642005691","","0","PP-GAS-2Y-24.00RL-19.75W-1CUT-0.75H-75PL","0","13","","0","0","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218893","1","37","13","","76.190.38.198","GLS-GREY-4000","gls-grey-4000","closed","2","n","0","0","0","0","n","n","1641943133","2022","01","11","0","0","1641945659","","0","FIBERGLASS","0","04","","0","1","0","0","0","0","","0","0","0","LBS","0","","","0","0","0","0","0","0","","","",
"218905","1","37","13","","76.190.38.198","15626","15626","closed","2","n","0","0","0","0","n","n","1641996810","2022","01","12","0","0","1642012890","","0","L-RING  15.56 X 14.62","0","01","","0","22","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
"218906","1","37","13","","76.190.38.198","15628","15628","closed","2","n","0","0","0","0","n","n","1641996815","2022","01","12","0","0","1642012895","","0","RETAINER  15.62 X 11.63","0","01","","0","1","0","0","0","0","","0","0","0","EACH","0","","SPECIAL","0","0","0","0","0","0","","","",
"218907","1","37","13","","76.190.38.198","F44004","f44004","closed","2","n","0","0","0","0","n","n","1641997079","2022","01","12","0","0","1642001401","","0","11.75 scalloped 13 holes","0","01","","0","1","0","0","0","0","","0","0","0","EACH","0","","","0","0","0","0","0","0","","","",
